-0.165500,0.277800,-0.417700,0.000000,1.000000,0.000000
0.256500,-0.283900,0.916100,0.706300,-0.707800,-0.009168
-0.252000,0.275200,0.468700,-0.432500,0.901600,0.000000
0.257000,-0.259400,-0.921900,0.670800,-0.020090,-0.741300
0.031460,-0.284500,0.311900,0.000000,-0.679700,-0.733500
0.256000,0.274100,0.067080,0.697500,0.716600,0.000000
0.109600,-0.284500,-0.311900,0.000030,-0.679400,0.733800
0.102800,0.272500,0.925800,0.000000,0.667000,0.745000
-0.248500,-0.011380,-0.918400,-0.692500,0.000000,-0.721400
0.250000,0.276700,-0.795500,0.234300,0.972200,0.000000
-0.249100,-0.133600,0.890100,-0.976900,0.000029,-0.213500
0.235300,0.155900,0.502600,-0.509400,-0.860500,0.000000
-0.245000,0.277700,0.020390,-0.167500,0.985900,-0.000005
0.263800,0.127800,-0.356600,1.000000,0.000000,0.000049
-0.225800,-0.286600,-0.580700,0.018050,-0.999800,0.000000
-0.239800,-0.106500,0.519600,-1.000000,0.007520,0.000000
-0.258000,0.264500,0.838800,-0.794700,-0.607000,0.000038
0.263800,-0.197400,0.572900,0.999300,-0.003786,-0.037590
-0.175700,-0.065730,-0.315500,0.000000,0.000000,1.000000
0.263800,-0.116700,-0.601100,1.000000,0.000000,0.000000
-0.094200,0.277800,-0.764100,0.000000,1.000000,0.000000
-0.033060,0.066720,0.331600,0.000000,0.000000,1.000000
0.079010,0.015770,-0.902300,-0.000049,0.000049,1.000000
-0.073760,-0.287000,-0.906700,0.052830,-0.995500,0.078990
0.048400,0.277500,-0.183400,-0.032690,0.999500,0.000009
0.048440,-0.035170,0.901300,0.000000,0.000000,-1.000000
-0.239600,0.037470,-0.611300,-1.000000,-0.008238,-0.000017
-0.036410,-0.286700,0.659400,0.148700,-0.979000,0.139400
-0.012710,0.276800,0.641900,-0.016320,0.999900,0.000000
0.234700,-0.059680,0.315600,0.000350,-0.001697,-1.000000
0.017890,-0.014780,0.595400,0.000000,0.000000,-1.000000
0.263800,0.076910,0.764100,1.000000,0.000000,0.000000
0.089190,0.276800,-0.519600,0.000000,1.000000,0.000000
0.050170,-0.281400,-0.669800,0.743900,-0.179900,0.643600
-0.012710,0.276800,0.152800,-0.013640,0.999900,0.002726
-0.226600,-0.278600,0.309700,-0.000489,-0.158000,-0.987400
-0.043260,-0.286900,0.915800,-0.001570,-0.984400,0.175700
-0.002485,0.104300,-0.350200,0.000000,0.251600,0.967800
-0.239600,0.077950,0.682600,-1.000000,0.000049,0.000000
0.180900,0.277800,0.295500,0.000000,1.000000,0.000000
0.252100,-0.106500,-0.345800,-0.996300,-0.028780,0.080830
-0.254400,0.268000,-0.928300,-0.093780,0.503500,-0.858900
0.257200,-0.284300,0.356600,0.698400,-0.715700,-0.000001
-0.247700,-0.282400,-0.332800,-0.807900,-0.588600,-0.029360
0.058650,0.267900,-0.928500,0.000000,0.363000,-0.931800
-0.256300,0.272400,-0.203700,-0.713800,0.700400,-0.000179
0.263800,0.025970,-0.774300,1.000000,0.000000,0.000000
-0.012710,0.276800,0.417700,-0.016320,0.999900,0.000000
-0.165500,0.076910,0.918400,0.000000,0.000000,1.000000
-0.239600,-0.188500,-0.784500,-1.000000,-0.006941,0.000000
-0.249500,0.026830,0.343200,-0.987000,-0.000020,0.161000
0.211500,0.277800,0.692800,0.000000,1.000000,0.000000
-0.043250,-0.239400,-0.458500,0.000000,-1.000000,0.000000
-0.226600,0.259700,0.254700,0.000000,-1.000000,0.000000
-0.252200,0.252500,-0.619900,-0.890500,-0.443600,-0.101000
0.263800,0.107500,-0.570500,1.000000,0.000000,0.000000
0.255500,0.274100,-0.146900,0.711400,0.702800,0.000000
0.264100,-0.069130,0.911200,0.955100,0.001067,0.296300
-0.234700,-0.259500,0.703000,-0.997300,-0.073720,0.000000
-0.094190,0.127800,-0.902300,0.000000,0.000000,1.000000
-0.094220,-0.126900,0.332200,-0.018940,0.013540,0.999700
0.038260,-0.096290,-0.332600,0.000000,0.000000,-1.000000
0.130000,-0.239400,0.764100,0.000000,-1.000000,0.000000
0.251300,-0.286700,-0.723400,0.201700,-0.979400,0.000064
-0.249600,0.114700,-0.341800,-0.986000,-0.000615,-0.166900
0.105300,-0.283900,0.495600,0.495100,-0.746800,0.444000
0.236300,-0.269500,-0.458200,-0.997700,-0.013480,-0.066430
